Flight_Number,Airline,Airline_Code,Origin_Code,Origin_City,Origin_Country,Destination_Code,Destination_City,Destination_Country,Departure_Time,Arrival_Time,Duration_Minutes,Stops,Economy_Price_INR,Business_Price_INR,Currency,Direction
LH7624,Lufthansa,LH,AMD,Ahmedabad,India,NRT,Tokyo,Japan,2025-03-02 07:15,2025-03-02 16:29,554,Direct,34990,72765,INR,From India
EK2235,Emirates,EK,SYD,Sydney,Australia,COK,Kochi,India,2025-02-06 23:45,2025-02-07 14:06,861,Direct,96017,209200,INR,To India
EK3661,Emirates,EK,BKK,Bangkok,Thailand,COK,Kochi,India,2025-09-16 22:00,2025-09-17 11:01,781,2+ Stops,50007,107595,INR,To India
UK4202,Vistara,UK,BOM,Mumbai,India,NRT,Tokyo,Japan,2025-09-24 10:00,2025-09-24 18:35,515,1 Stop,99437,180492,INR,From India
AI5115,Air India,AI,SIN,Singapore,Singapore,GOI,Goa,India,2025-08-19 03:30,2025-08-19 16:03,753,2+ Stops,46906,90852,INR,To India
QR4392,Qatar Airways,QR,DOH,Doha,Qatar,GOI,Goa,India,2025-10-28 21:30,2025-10-29 08:07,637,2+ Stops,115127,221598,INR,To India
UK6573,Vistara,UK,MAA,Chennai,India,CDG,Paris,France,2025-04-10 14:15,2025-04-10 20:53,398,1 Stop,115050,237669,INR,From India
UK8707,Vistara,UK,AMD,Ahmedabad,India,BKK,Bangkok,Thailand,2025-07-07 01:45,2025-07-07 15:45,840,1 Stop,52852,102588,INR,From India
UK2350,Vistara,UK,DOH,Doha,Qatar,COK,Kochi,India,2025-03-08 11:45,2025-03-08 23:30,705,Direct,89030,202792,INR,To India
AI4963,Air India,AI,GOI,Goa,India,DOH,Doha,Qatar,2025-08-11 05:00,2025-08-11 12:26,446,2+ Stops,31983,62983,INR,From India
EK9370,Emirates,EK,CCU,Kolkata,India,CDG,Paris,France,2025-05-31 08:30,2025-05-31 23:03,873,2+ Stops,111345,270659,INR,From India
AI9696,Air India,AI,LHR,London,UK,TRV,Thiruvananthapuram,India,2025-03-27 18:30,2025-03-28 06:30,720,1 Stop,30241,74321,INR,To India
BA5939,British Airways,BA,NRT,Tokyo,Japan,MAA,Chennai,India,2025-08-22 01:30,2025-08-22 08:52,442,2+ Stops,35371,74919,INR,To India
EK810,Emirates,EK,BOM,Mumbai,India,SYD,Sydney,Australia,2025-06-16 09:30,2025-06-16 17:09,459,Direct,99964,186872,INR,From India
UK8556,Vistara,UK,CCU,Kolkata,India,CDG,Paris,France,2025-08-13 10:30,2025-08-13 17:43,433,2+ Stops,101967,196968,INR,From India
6E7904,IndiGo,6E,BLR,Bengaluru,India,CDG,Paris,France,2025-10-12 05:00,2025-10-12 12:07,427,Direct,68207,150808,INR,From India
UK2444,Vistara,UK,TRV,Thiruvananthapuram,India,NRT,Tokyo,Japan,2025-01-23 11:00,2025-01-23 14:18,198,Direct,105228,216179,INR,From India
QR6793,Qatar Airways,QR,SFO,San Francisco,USA,BLR,Bengaluru,India,2025-06-01 22:00,2025-06-02 09:38,698,2+ Stops,109970,211838,INR,To India
QR3055,Qatar Airways,QR,FRA,Frankfurt,Germany,GOI,Goa,India,2025-06-14 05:15,2025-06-14 15:54,639,Direct,41588,89674,INR,To India
BA7585,British Airways,BA,COK,Kochi,India,SFO,San Francisco,USA,2025-10-11 07:45,2025-10-11 17:03,558,2+ Stops,31513,70066,INR,From India
6E6776,IndiGo,6E,ICN,Seoul,South Korea,GOI,Goa,India,2025-10-19 08:00,2025-10-19 13:35,335,Direct,63033,129698,INR,To India
LH2147,Lufthansa,LH,SFO,San Francisco,USA,BOM,Mumbai,India,2025-05-15 10:00,2025-05-15 15:28,328,1 Stop,118077,284478,INR,To India
UK8509,Vistara,UK,CCU,Kolkata,India,FRA,Frankfurt,Germany,2025-08-23 14:00,2025-08-23 22:47,527,Direct,59857,123122,INR,From India
LH1252,Lufthansa,LH,DEL,New Delhi,India,SIN,Singapore,Singapore,2025-07-03 17:30,2025-07-04 04:10,640,1 Stop,55881,106753,INR,From India
LH9230,Lufthansa,LH,FRA,Frankfurt,Germany,MAA,Chennai,India,2025-01-22 01:30,2025-01-22 13:57,747,2+ Stops,90715,176392,INR,To India
6E119,IndiGo,6E,DXB,Dubai,UAE,BLR,Bengaluru,India,2025-03-14 21:45,2025-03-15 11:41,836,Direct,101681,248647,INR,To India
EK9539,Emirates,EK,LHR,London,UK,MAA,Chennai,India,2025-03-21 12:15,2025-03-21 17:55,340,1 Stop,89137,221632,INR,To India
EK2169,Emirates,EK,HYD,Hyderabad,India,LHR,London,UK,2025-06-12 09:45,2025-06-12 13:20,215,2+ Stops,67690,145461,INR,From India
BA5632,British Airways,BA,BLR,Bengaluru,India,CDG,Paris,France,2025-01-05 22:45,2025-01-06 11:10,745,1 Stop,92124,176790,INR,From India
AI6657,Air India,AI,CCU,Kolkata,India,CDG,Paris,France,2025-09-11 01:00,2025-09-11 12:00,660,1 Stop,30006,56134,INR,From India
SQ8937,Singapore Airlines,SQ,FRA,Frankfurt,Germany,HYD,Hyderabad,India,2025-02-11 14:45,2025-02-12 03:38,773,1 Stop,60423,134395,INR,To India
6E3517,IndiGo,6E,MAA,Chennai,India,BKK,Bangkok,Thailand,2025-08-01 03:30,2025-08-01 08:39,309,Direct,91074,194718,INR,From India
BA6957,British Airways,BA,DXB,Dubai,UAE,MAA,Chennai,India,2025-01-13 12:30,2025-01-13 20:23,473,1 Stop,27405,49662,INR,To India
QR4785,Qatar Airways,QR,TRV,Thiruvananthapuram,India,SYD,Sydney,Australia,2025-10-22 22:15,2025-10-23 09:17,662,1 Stop,79548,172706,INR,From India
BA6149,British Airways,BA,NRT,Tokyo,Japan,BOM,Mumbai,India,2025-04-07 20:00,2025-04-08 07:20,680,2+ Stops,43034,85413,INR,To India
BA5494,British Airways,BA,LHR,London,UK,CCU,Kolkata,India,2025-06-29 12:00,2025-06-29 20:46,526,1 Stop,63288,159919,INR,To India
AI6215,Air India,AI,YYZ,Toronto,Canada,BLR,Bengaluru,India,2025-02-03 14:30,2025-02-03 21:15,405,Direct,85781,161534,INR,To India
BA9285,British Airways,BA,GOI,Goa,India,DOH,Doha,Qatar,2025-05-11 17:00,2025-05-11 21:16,256,2+ Stops,89904,180799,INR,From India
LH4938,Lufthansa,LH,BOM,Mumbai,India,CDG,Paris,France,2025-10-23 08:00,2025-10-23 16:54,534,1 Stop,74576,135699,INR,From India
AI1271,Air India,AI,LHR,London,UK,CCU,Kolkata,India,2025-05-03 17:45,2025-05-03 22:22,277,2+ Stops,97896,248272,INR,To India
UK8824,Vistara,UK,CCU,Kolkata,India,JFK,New York,USA,2025-02-10 23:45,2025-02-11 10:25,640,1 Stop,50947,131231,INR,From India
QR9518,Qatar Airways,QR,AMD,Ahmedabad,India,FRA,Frankfurt,Germany,2025-07-30 19:15,2025-07-30 23:41,266,Direct,23225,51886,INR,From India
UK1613,Vistara,UK,SIN,Singapore,Singapore,AMD,Ahmedabad,India,2025-07-30 13:30,2025-07-30 23:49,619,2+ Stops,45236,81530,INR,To India
SQ5342,Singapore Airlines,SQ,DOH,Doha,Qatar,BLR,Bengaluru,India,2025-04-01 22:00,2025-04-02 01:27,207,Direct,98499,243981,INR,To India
EK3860,Emirates,EK,DOH,Doha,Qatar,COK,Kochi,India,2025-05-05 18:00,2025-05-06 04:41,641,Direct,47439,120761,INR,To India
SQ2759,Singapore Airlines,SQ,JFK,New York,USA,MAA,Chennai,India,2025-10-28 03:30,2025-10-28 13:55,625,1 Stop,61400,159389,INR,To India
LH9293,Lufthansa,LH,BLR,Bengaluru,India,SIN,Singapore,Singapore,2025-08-19 05:00,2025-08-19 19:35,875,1 Stop,102205,191878,INR,From India
EK7843,Emirates,EK,SYD,Sydney,Australia,BOM,Mumbai,India,2025-07-10 04:00,2025-07-10 17:26,806,1 Stop,108620,261404,INR,To India
LH9929,Lufthansa,LH,BLR,Bengaluru,India,CDG,Paris,France,2025-09-13 05:45,2025-09-13 13:39,474,2+ Stops,92066,172733,INR,From India
EK8203,Emirates,EK,SIN,Singapore,Singapore,CCU,Kolkata,India,2025-05-03 07:45,2025-05-03 22:31,886,1 Stop,71315,157096,INR,To India
BA7674,British Airways,BA,DXB,Dubai,UAE,MAA,Chennai,India,2025-06-20 02:00,2025-06-20 10:13,493,2+ Stops,35445,77312,INR,To India
6E2170,IndiGo,6E,DEL,New Delhi,India,BKK,Bangkok,Thailand,2025-10-25 01:45,2025-10-25 07:57,372,Direct,23543,60914,INR,From India
EK165,Emirates,EK,COK,Kochi,India,SIN,Singapore,Singapore,2025-07-04 20:15,2025-07-05 08:29,734,Direct,54472,106846,INR,From India
AI6999,Air India,AI,GOI,Goa,India,LHR,London,UK,2025-06-04 00:00,2025-06-04 03:25,205,2+ Stops,71190,183612,INR,From India
SQ7708,Singapore Airlines,SQ,CCU,Kolkata,India,LHR,London,UK,2025-03-15 18:00,2025-03-15 23:41,341,1 Stop,108216,256621,INR,From India
AI1289,Air India,AI,GOI,Goa,India,NRT,Tokyo,Japan,2025-05-29 10:30,2025-05-29 13:48,198,1 Stop,28861,69748,INR,From India
6E8805,IndiGo,6E,BKK,Bangkok,Thailand,GOI,Goa,India,2025-09-04 02:00,2025-09-04 09:35,455,2+ Stops,21752,45930,INR,To India
6E9405,IndiGo,6E,DXB,Dubai,UAE,COK,Kochi,India,2025-06-17 19:00,2025-06-18 09:44,884,2+ Stops,88031,187682,INR,To India
AI5695,Air India,AI,YYZ,Toronto,Canada,GOI,Goa,India,2025-02-13 05:15,2025-02-13 12:06,411,1 Stop,42836,88228,INR,To India
UK3417,Vistara,UK,BKK,Bangkok,Thailand,CCU,Kolkata,India,2025-09-15 15:15,2025-09-16 06:13,898,1 Stop,59851,132635,INR,To India
SQ3862,Singapore Airlines,SQ,MAA,Chennai,India,SYD,Sydney,Australia,2025-04-30 09:00,2025-04-30 17:46,526,1 Stop,116626,246108,INR,From India
6E1534,IndiGo,6E,BOM,Mumbai,India,JFK,New York,USA,2025-02-25 09:00,2025-02-25 20:17,677,2+ Stops,26387,65733,INR,From India
UK2534,Vistara,UK,LHR,London,UK,MAA,Chennai,India,2025-09-29 07:45,2025-09-29 17:29,584,2+ Stops,51337,103453,INR,To India
SQ3826,Singapore Airlines,SQ,AMD,Ahmedabad,India,SFO,San Francisco,USA,2025-05-17 16:45,2025-05-17 20:45,240,1 Stop,59616,117703,INR,From India
BA2246,British Airways,BA,TRV,Thiruvananthapuram,India,FRA,Frankfurt,Germany,2025-01-02 23:15,2025-01-03 03:30,255,Direct,34663,89917,INR,From India
AI4359,Air India,AI,SFO,San Francisco,USA,AMD,Ahmedabad,India,2025-10-06 08:30,2025-10-06 18:01,571,2+ Stops,46897,102560,INR,To India
LH5156,Lufthansa,LH,SFO,San Francisco,USA,CCU,Kolkata,India,2025-05-16 11:30,2025-05-16 20:01,511,2+ Stops,39259,71267,INR,To India
EK8032,Emirates,EK,DEL,New Delhi,India,FRA,Frankfurt,Germany,2025-02-12 15:45,2025-02-13 05:57,852,Direct,46912,115690,INR,From India
6E9968,IndiGo,6E,NRT,Tokyo,Japan,GOI,Goa,India,2025-01-04 10:15,2025-01-04 23:48,813,2+ Stops,90938,212687,INR,To India
AI5773,Air India,AI,GOI,Goa,India,JFK,New York,USA,2025-04-12 18:30,2025-04-12 22:47,257,Direct,35141,68084,INR,From India
QR3928,Qatar Airways,QR,BKK,Bangkok,Thailand,TRV,Thiruvananthapuram,India,2025-04-13 08:45,2025-04-13 21:32,767,1 Stop,35201,82324,INR,To India
LH2427,Lufthansa,LH,COK,Kochi,India,JFK,New York,USA,2025-09-30 05:15,2025-09-30 10:34,319,2+ Stops,56430,108348,INR,From India
UK5838,Vistara,UK,ICN,Seoul,South Korea,AMD,Ahmedabad,India,2025-04-17 07:15,2025-04-17 12:45,330,2+ Stops,71212,132568,INR,To India
6E9949,IndiGo,6E,BOM,Mumbai,India,DXB,Dubai,UAE,2025-09-30 00:00,2025-09-30 14:30,870,Direct,32314,73018,INR,From India
LH8951,Lufthansa,LH,DXB,Dubai,UAE,CCU,Kolkata,India,2025-09-30 10:30,2025-09-30 20:15,585,2+ Stops,94087,201209,INR,To India
AI3888,Air India,AI,SYD,Sydney,Australia,GOI,Goa,India,2025-06-04 06:15,2025-06-04 12:03,348,1 Stop,94514,200239,INR,To India
6E7261,IndiGo,6E,MAA,Chennai,India,SYD,Sydney,Australia,2025-09-09 13:45,2025-09-09 21:19,454,2+ Stops,115005,234759,INR,From India
AI2783,Air India,AI,AMD,Ahmedabad,India,SYD,Sydney,Australia,2025-08-18 15:30,2025-08-19 03:02,692,2+ Stops,23392,54335,INR,From India
SQ5803,Singapore Airlines,SQ,HYD,Hyderabad,India,JFK,New York,USA,2025-09-06 02:00,2025-09-06 07:55,355,1 Stop,77585,167209,INR,From India
LH6107,Lufthansa,LH,GOI,Goa,India,SIN,Singapore,Singapore,2025-03-11 14:00,2025-03-12 03:41,821,1 Stop,93322,174403,INR,From India
BA185,British Airways,BA,YYZ,Toronto,Canada,CCU,Kolkata,India,2025-06-15 23:45,2025-06-16 11:10,685,Direct,99287,241938,INR,To India
EK9530,Emirates,EK,SIN,Singapore,Singapore,MAA,Chennai,India,2025-07-25 10:45,2025-07-25 15:58,313,2+ Stops,93954,202130,INR,To India
EK9350,Emirates,EK,CDG,Paris,France,TRV,Thiruvananthapuram,India,2025-06-22 22:00,2025-06-23 03:26,326,Direct,90038,234086,INR,To India
SQ3910,Singapore Airlines,SQ,CCU,Kolkata,India,BKK,Bangkok,Thailand,2025-05-27 12:30,2025-05-27 18:56,386,Direct,56123,124211,INR,From India
SQ8382,Singapore Airlines,SQ,HYD,Hyderabad,India,SFO,San Francisco,USA,2025-10-09 03:15,2025-10-09 14:15,660,2+ Stops,29850,77384,INR,From India
6E7930,IndiGo,6E,BOM,Mumbai,India,JFK,New York,USA,2025-07-03 15:15,2025-07-04 02:17,662,1 Stop,30282,76101,INR,From India
UK2571,Vistara,UK,BLR,Bengaluru,India,NRT,Tokyo,Japan,2025-01-27 05:15,2025-01-27 18:02,767,Direct,85188,212162,INR,From India
AI4757,Air India,AI,HYD,Hyderabad,India,NRT,Tokyo,Japan,2025-02-26 12:30,2025-02-26 19:30,420,Direct,86711,214921,INR,From India
QR7640,Qatar Airways,QR,TRV,Thiruvananthapuram,India,LHR,London,UK,2025-03-27 07:15,2025-03-27 20:45,810,Direct,87131,220583,INR,From India
EK7699,Emirates,EK,DEL,New Delhi,India,SFO,San Francisco,USA,2025-10-04 11:30,2025-10-04 19:22,472,Direct,26758,67909,INR,From India
SQ3648,Singapore Airlines,SQ,DOH,Doha,Qatar,COK,Kochi,India,2025-03-22 08:00,2025-03-22 13:21,321,1 Stop,52332,115388,INR,To India
SQ6703,Singapore Airlines,SQ,SIN,Singapore,Singapore,BOM,Mumbai,India,2025-06-16 16:45,2025-06-16 22:50,365,Direct,44384,85331,INR,To India
6E5400,IndiGo,6E,BOM,Mumbai,India,JFK,New York,USA,2025-08-06 05:15,2025-08-06 10:02,287,Direct,49827,99068,INR,From India
BA1705,British Airways,BA,ICN,Seoul,South Korea,COK,Kochi,India,2025-02-21 22:00,2025-02-22 09:48,708,1 Stop,36388,81200,INR,To India
BA4415,British Airways,BA,CCU,Kolkata,India,JFK,New York,USA,2025-02-15 03:45,2025-02-15 08:33,288,2+ Stops,64227,118300,INR,From India
6E2224,IndiGo,6E,SIN,Singapore,Singapore,CCU,Kolkata,India,2025-09-01 07:45,2025-09-01 12:46,301,Direct,48096,94879,INR,To India
AI1924,Air India,AI,YYZ,Toronto,Canada,TRV,Thiruvananthapuram,India,2025-01-07 02:15,2025-01-07 09:43,448,Direct,95208,191498,INR,To India
AI8574,Air India,AI,MAA,Chennai,India,ICN,Seoul,South Korea,2025-04-04 19:15,2025-04-05 08:43,808,Direct,75224,181802,INR,From India
UK6304,Vistara,UK,DXB,Dubai,UAE,BOM,Mumbai,India,2025-01-27 02:00,2025-01-27 09:55,475,2+ Stops,52882,126162,INR,To India
AI6137,Air India,AI,CCU,Kolkata,India,NRT,Tokyo,Japan,2025-10-26 07:00,2025-10-26 19:39,759,2+ Stops,79155,196649,INR,From India
LH305,Lufthansa,LH,AMD,Ahmedabad,India,CDG,Paris,France,2025-08-06 05:00,2025-08-06 17:56,776,2+ Stops,62115,140762,INR,From India
QR1974,Qatar Airways,QR,ICN,Seoul,South Korea,DEL,New Delhi,India,2025-06-11 17:45,2025-06-12 04:43,658,1 Stop,102543,192181,INR,To India
EK5032,Emirates,EK,LHR,London,UK,GOI,Goa,India,2025-07-18 15:15,2025-07-19 00:19,544,2+ Stops,63184,126552,INR,To India
6E4983,IndiGo,6E,MAA,Chennai,India,DOH,Doha,Qatar,2025-01-14 00:30,2025-01-14 09:15,525,Direct,100877,217202,INR,From India
6E615,IndiGo,6E,CCU,Kolkata,India,DXB,Dubai,UAE,2025-08-25 18:00,2025-08-25 22:59,299,1 Stop,48456,107228,INR,From India
LH8090,Lufthansa,LH,AMD,Ahmedabad,India,ICN,Seoul,South Korea,2025-08-30 00:30,2025-08-30 08:18,468,1 Stop,24150,52439,INR,From India
EK4192,Emirates,EK,SIN,Singapore,Singapore,CCU,Kolkata,India,2025-02-15 19:00,2025-02-16 06:41,701,Direct,91740,200043,INR,To India
BA686,British Airways,BA,LHR,London,UK,COK,Kochi,India,2025-07-16 19:00,2025-07-17 09:08,848,1 Stop,101329,222957,INR,To India
UK2795,Vistara,UK,GOI,Goa,India,LHR,London,UK,2025-01-24 11:00,2025-01-25 01:34,874,Direct,31681,70837,INR,From India
LH222,Lufthansa,LH,NRT,Tokyo,Japan,HYD,Hyderabad,India,2025-06-25 21:15,2025-06-26 03:21,366,Direct,96062,227058,INR,To India
SQ2545,Singapore Airlines,SQ,YYZ,Toronto,Canada,GOI,Goa,India,2025-02-24 19:30,2025-02-25 01:36,366,1 Stop,118712,245206,INR,To India
6E5362,IndiGo,6E,SFO,San Francisco,USA,MAA,Chennai,India,2025-02-09 18:45,2025-02-10 03:53,548,2+ Stops,84489,218877,INR,To India
UK3737,Vistara,UK,SYD,Sydney,Australia,GOI,Goa,India,2025-09-11 17:30,2025-09-12 00:51,441,1 Stop,106805,217810,INR,To India
EK1192,Emirates,EK,COK,Kochi,India,DOH,Doha,Qatar,2025-03-25 05:30,2025-03-25 16:45,675,1 Stop,67631,157336,INR,From India
QR5354,Qatar Airways,QR,DEL,New Delhi,India,DOH,Doha,Qatar,2025-02-25 02:00,2025-02-25 13:17,677,Direct,39524,98636,INR,From India
EK5177,Emirates,EK,AMD,Ahmedabad,India,YYZ,Toronto,Canada,2025-09-26 18:15,2025-09-26 22:30,255,1 Stop,111160,241967,INR,From India
SQ5859,Singapore Airlines,SQ,ICN,Seoul,South Korea,TRV,Thiruvananthapuram,India,2025-09-11 04:45,2025-09-11 17:10,745,1 Stop,105981,192655,INR,To India
6E1965,IndiGo,6E,ICN,Seoul,South Korea,HYD,Hyderabad,India,2025-07-10 05:45,2025-07-10 12:52,427,2+ Stops,57090,122797,INR,To India
QR6024,Qatar Airways,QR,SYD,Sydney,Australia,TRV,Thiruvananthapuram,India,2025-06-01 17:15,2025-06-02 00:35,440,2+ Stops,21502,45768,INR,To India
QR2496,Qatar Airways,QR,FRA,Frankfurt,Germany,TRV,Thiruvananthapuram,India,2025-09-09 13:45,2025-09-09 17:56,251,2+ Stops,26939,56202,INR,To India
QR5666,Qatar Airways,QR,FRA,Frankfurt,Germany,AMD,Ahmedabad,India,2025-04-26 21:00,2025-04-27 05:49,529,1 Stop,22966,58562,INR,To India
BA4625,British Airways,BA,JFK,New York,USA,BOM,Mumbai,India,2025-05-30 02:00,2025-05-30 12:54,654,Direct,119933,239163,INR,To India
EK6078,Emirates,EK,FRA,Frankfurt,Germany,BOM,Mumbai,India,2025-07-20 13:30,2025-07-21 02:53,803,2+ Stops,68459,152083,INR,To India
6E331,IndiGo,6E,MAA,Chennai,India,LHR,London,UK,2025-09-11 02:15,2025-09-11 11:27,552,Direct,85586,186422,INR,From India
UK7750,Vistara,UK,SIN,Singapore,Singapore,DEL,New Delhi,India,2025-03-09 11:15,2025-03-09 20:17,542,2+ Stops,113939,222216,INR,To India
BA1068,British Airways,BA,JFK,New York,USA,CCU,Kolkata,India,2025-09-05 23:15,2025-09-06 07:12,477,Direct,83098,215648,INR,To India
6E8831,IndiGo,6E,SIN,Singapore,Singapore,AMD,Ahmedabad,India,2025-10-25 05:30,2025-10-25 15:07,577,Direct,67889,168631,INR,To India
QR8401,Qatar Airways,QR,GOI,Goa,India,NRT,Tokyo,Japan,2025-09-28 22:45,2025-09-29 04:09,324,Direct,46980,90062,INR,From India
AI4365,Air India,AI,COK,Kochi,India,LHR,London,UK,2025-07-29 04:00,2025-07-29 18:05,845,2+ Stops,92076,176495,INR,From India
SQ4699,Singapore Airlines,SQ,BOM,Mumbai,India,YYZ,Toronto,Canada,2025-08-12 22:45,2025-08-13 07:19,514,Direct,72740,177574,INR,From India
BA6069,British Airways,BA,YYZ,Toronto,Canada,BLR,Bengaluru,India,2025-04-11 23:30,2025-04-12 03:10,220,Direct,65475,153295,INR,To India
BA5510,British Airways,BA,COK,Kochi,India,DXB,Dubai,UAE,2025-10-03 17:00,2025-10-04 00:47,467,1 Stop,107771,236394,INR,From India
BA5823,British Airways,BA,CDG,Paris,France,AMD,Ahmedabad,India,2025-08-09 13:00,2025-08-09 21:02,482,Direct,34710,75854,INR,To India
EK9576,Emirates,EK,DXB,Dubai,UAE,CCU,Kolkata,India,2025-05-07 05:45,2025-05-07 11:12,327,1 Stop,111834,262329,INR,To India
SQ6218,Singapore Airlines,SQ,FRA,Frankfurt,Germany,BOM,Mumbai,India,2025-08-09 19:45,2025-08-10 00:18,273,Direct,67779,147791,INR,To India
6E2206,IndiGo,6E,BKK,Bangkok,Thailand,BOM,Mumbai,India,2025-07-12 09:30,2025-07-12 21:15,705,Direct,53073,96416,INR,To India
UK4507,Vistara,UK,NRT,Tokyo,Japan,CCU,Kolkata,India,2025-08-11 00:15,2025-08-11 06:31,376,2+ Stops,69120,172732,INR,To India
LH7122,Lufthansa,LH,COK,Kochi,India,SFO,San Francisco,USA,2025-10-26 04:45,2025-10-26 12:26,461,2+ Stops,46527,88285,INR,From India
QR5435,Qatar Airways,QR,TRV,Thiruvananthapuram,India,FRA,Frankfurt,Germany,2025-01-23 02:15,2025-01-23 16:18,843,Direct,40437,90737,INR,From India
EK2366,Emirates,EK,NRT,Tokyo,Japan,BLR,Bengaluru,India,2025-07-13 05:30,2025-07-13 11:48,378,Direct,26366,52355,INR,To India
BA711,British Airways,BA,NRT,Tokyo,Japan,GOI,Goa,India,2025-02-28 16:45,2025-03-01 01:12,507,1 Stop,71270,168405,INR,To India
BA9981,British Airways,BA,SYD,Sydney,Australia,COK,Kochi,India,2025-01-24 09:15,2025-01-24 23:28,853,Direct,119882,252080,INR,To India
UK3747,Vistara,UK,LHR,London,UK,GOI,Goa,India,2025-03-26 18:00,2025-03-27 03:38,578,2+ Stops,22862,56389,INR,To India
LH788,Lufthansa,LH,FRA,Frankfurt,Germany,GOI,Goa,India,2025-09-26 05:00,2025-09-26 14:59,599,Direct,84069,209814,INR,To India
6E2945,IndiGo,6E,BOM,Mumbai,India,DXB,Dubai,UAE,2025-07-28 02:45,2025-07-28 09:29,404,1 Stop,25581,60405,INR,From India
LH8299,Lufthansa,LH,TRV,Thiruvananthapuram,India,JFK,New York,USA,2025-10-23 09:45,2025-10-24 00:24,879,2+ Stops,25732,54495,INR,From India
AI9666,Air India,AI,NRT,Tokyo,Japan,HYD,Hyderabad,India,2025-03-03 04:30,2025-03-03 16:33,723,1 Stop,22030,51618,INR,To India
LH1694,Lufthansa,LH,HYD,Hyderabad,India,YYZ,Toronto,Canada,2025-10-05 19:15,2025-10-05 22:47,212,2+ Stops,21755,43348,INR,From India
EK521,Emirates,EK,LHR,London,UK,BOM,Mumbai,India,2025-02-18 04:30,2025-02-18 19:03,873,2+ Stops,73790,179438,INR,To India
LH7355,Lufthansa,LH,GOI,Goa,India,JFK,New York,USA,2025-08-26 05:45,2025-08-26 11:53,368,2+ Stops,110440,261681,INR,From India
BA9942,British Airways,BA,NRT,Tokyo,Japan,GOI,Goa,India,2025-07-11 03:00,2025-07-11 14:59,719,Direct,90679,217932,INR,To India
EK8524,Emirates,EK,AMD,Ahmedabad,India,YYZ,Toronto,Canada,2025-09-04 04:45,2025-09-04 10:56,371,2+ Stops,47114,97452,INR,From India
QR8013,Qatar Airways,QR,BKK,Bangkok,Thailand,AMD,Ahmedabad,India,2025-09-13 12:00,2025-09-13 22:09,609,1 Stop,72321,143115,INR,To India
SQ2819,Singapore Airlines,SQ,CCU,Kolkata,India,FRA,Frankfurt,Germany,2025-01-08 06:30,2025-01-08 14:24,474,Direct,91535,185920,INR,From India
BA8473,British Airways,BA,DXB,Dubai,UAE,BOM,Mumbai,India,2025-03-21 02:15,2025-03-21 05:57,222,1 Stop,107245,216344,INR,To India
SQ9912,Singapore Airlines,SQ,DXB,Dubai,UAE,HYD,Hyderabad,India,2025-10-15 07:00,2025-10-15 11:55,295,Direct,106629,236286,INR,To India
UK2568,Vistara,UK,HYD,Hyderabad,India,ICN,Seoul,South Korea,2025-09-29 05:45,2025-09-29 11:54,369,Direct,31167,73647,INR,From India
SQ6246,Singapore Airlines,SQ,DEL,New Delhi,India,DOH,Doha,Qatar,2025-09-20 17:00,2025-09-21 05:00,720,1 Stop,56394,104597,INR,From India
UK6108,Vistara,UK,BOM,Mumbai,India,ICN,Seoul,South Korea,2025-03-29 15:15,2025-03-29 18:26,191,2+ Stops,61032,145462,INR,From India
6E215,IndiGo,6E,DXB,Dubai,UAE,BLR,Bengaluru,India,2025-01-19 22:00,2025-01-20 03:45,345,2+ Stops,45370,108966,INR,To India
BA1926,British Airways,BA,SIN,Singapore,Singapore,MAA,Chennai,India,2025-02-14 16:45,2025-02-14 21:57,312,1 Stop,65361,140845,INR,To India
6E3706,IndiGo,6E,NRT,Tokyo,Japan,BLR,Bengaluru,India,2025-05-02 18:15,2025-05-03 00:09,354,2+ Stops,48438,99626,INR,To India
AI4789,Air India,AI,CDG,Paris,France,CCU,Kolkata,India,2025-06-17 02:30,2025-06-17 15:16,766,2+ Stops,67454,126135,INR,To India
LH361,Lufthansa,LH,MAA,Chennai,India,SYD,Sydney,Australia,2025-10-28 08:15,2025-10-28 15:05,410,Direct,59411,145695,INR,From India
AI8459,Air India,AI,BOM,Mumbai,India,SIN,Singapore,Singapore,2025-09-03 16:45,2025-09-04 05:16,751,Direct,118198,285925,INR,From India
QR6056,Qatar Airways,QR,TRV,Thiruvananthapuram,India,SYD,Sydney,Australia,2025-09-08 06:15,2025-09-08 13:12,417,2+ Stops,81108,204056,INR,From India
AI8425,Air India,AI,DOH,Doha,Qatar,HYD,Hyderabad,India,2025-02-28 22:45,2025-03-01 09:46,661,2+ Stops,107911,259977,INR,To India
SQ1252,Singapore Airlines,SQ,BOM,Mumbai,India,SFO,San Francisco,USA,2025-03-09 09:30,2025-03-09 14:23,293,1 Stop,72315,181188,INR,From India
EK6657,Emirates,EK,YYZ,Toronto,Canada,DEL,New Delhi,India,2025-08-28 12:30,2025-08-29 01:17,767,2+ Stops,41952,100178,INR,To India
EK1367,Emirates,EK,GOI,Goa,India,ICN,Seoul,South Korea,2025-05-15 15:15,2025-05-16 00:02,527,2+ Stops,111408,225118,INR,From India
SQ4776,Singapore Airlines,SQ,LHR,London,UK,GOI,Goa,India,2025-06-02 13:15,2025-06-02 22:13,538,1 Stop,81272,150269,INR,To India
QR7478,Qatar Airways,QR,BLR,Bengaluru,India,LHR,London,UK,2025-07-31 04:30,2025-07-31 16:17,707,2+ Stops,76995,161488,INR,From India
